url,version
https://github.com/googleapis/google-cloud-go-testing,v0.0.0-20210719221736-1c9a4c676720
https://github.com/gophercloud/gophercloud,v2.4.0
https://github.com/gorilla/handlers,v1.5.1
https://github.com/gorilla/mux,v1.8.0
https://github.com/gorilla/websocket,v1.5.0
https://github.com/gosnmp/gosnmp,v1.42.1
https://github.com/gosuri/uitable,v0.0.4
https://github.com/gotestyourself/gotest.tools,v3.0.3
https://github.com/grafana/regexp,v0.0.0-20240518133315-a468a5bfb3bc
https://github.com/gregjones/httpcache,v0.0.0-20180305231024-9cad4c3443a7
https://github.com/grpc-ecosystem/go-grpc-middleware,v1.0.1
https://github.com/grpc-ecosystem/go-grpc-prometheus,v1.2.0
https://github.com/grpc-ecosystem/grpc-gateway,v1.16.0
https://github.com/grpc/grpc-go,v1.19.0
https://github.com/hamba/avro,v2.20.1
https://github.com/hanwen/go-fuse,v2.6.3
https://github.com/hashicorp/consul,v1.28.2
https://github.com/hashicorp/cronexpr,v1.1.2
https://github.com/hashicorp/errwrap,v1.0.0
https://github.com/hashicorp/go-cleanhttp,v0.5.2
https://github.com/hashicorp/go-hclog,v1.5.0
https://github.com/hashicorp/go-immutable-radix,v1.3.1
https://github.com/hashicorp/go-multierror,v1.1.1
https://github.com/hashicorp/go-retryablehttp,v0.7.7
https://github.com/hashicorp/go-rootcerts,v1.0.2
https://github.com/hashicorp/go-version,v1.7.0
https://github.com/hashicorp/golang-lru,v0.5.4
https://github.com/hashicorp/hcl,v1.0.0
https://github.com/hashicorp/nomad,v0.0.0-20241218080744-e3ac00f30eec
https://github.com/hashicorp/serf,v0.10.1
https://github.com/helm/helm,v3.17.3
https://github.com/hetznercloud/hcloud-go,v2.18.0
https://github.com/hexops/gotextdiff,v1.0.3
https://github.com/howardjohn/unshare-go,v0.5.0
https://github.com/huandu/xstrings,v1.3.3
https://github.com/iancoleman/strcase,v0.3.0
https://github.com/ianlancetaylor/demangle,v0.0.0-20230524184225-eabc099b10ab
https://github.com/imdario/mergo,v0.3.11
https://github.com/in-toto/in-toto-golang,v0.5.0
https://github.com/inconshreveable/mousetrap,v1.1.0
https://github.com/insomniacslk/dhcp,v0.0.0-20240829085014-a3a4c1f04475
https://github.com/intel/goresctrl,v0.5.0
https://github.com/ionos-cloud/sdk-go,v6.3.2
https://github.com/istio/api,v1.26.0-alpha.0.0.20250418093427-399a2989a851
https://github.com/istio/client-go,v1.26.0-beta.0
https://github.com/itchyny/timefmt-go,v0.1.6
https://github.com/jessevdk/go-flags,v1.6.1
https://github.com/jimlawless/cfg,v0.0.0-20160326141742-136e0c264d31
https://github.com/jmespath/go-jmespath,v0.4.0
https://github.com/jmoiron/sqlx,v1.4.0
https://github.com/jonboulle/clockwork,v0.4.0
https://github.com/josephspurrier/goversioninfo,v1.4.0
https://github.com/josharian/intern,v1.0.0
https://github.com/josharian/native,v1.1.0
https://github.com/jpillora/backoff,v1.0.0
https://github.com/jsimonetti/rtnetlink,v0.0.0-20190606172950-9527aa82566a
https://github.com/json-iterator/go,v1.1.10
https://github.com/julienschmidt/httprouter,v1.2.0
https://github.com/kisielk/errcheck,v1.5.0
https://github.com/kisielk/gotool,v1.0.0
https://github.com/klauspost/asmfmt,v1.3.2
https://github.com/klauspost/compress,v1.16.7
https://github.com/klauspost/cpuid,v2.0.4
https://github.com/knadh/koanf,v0.1.0
https://github.com/kolo/xmlrpc,v0.0.0-20220921171641-a4b6fa1dd06b
https://github.com/konsorten/go-windows-terminal-sequences,v1.0.1
https://github.com/kr/fs,v0.1.0
https://github.com/kr/logfmt,v0.0.0-20140226030751-b84e30acd515
https://github.com/kr/pretty,v0.1.0
https://github.com/kr/pty,v1.1.1
https://github.com/kr/text,v0.1.0
https://github.com/kubernetes-sigs/apiserver-network-proxy,v0.31.0
https://github.com/kubernetes-sigs/controller-runtime,v0.18.2
https://github.com/kubernetes-sigs/controller-tools,v0.15.0
https://github.com/kubernetes-sigs/gateway-api,v1.3.0
https://github.com/kubernetes-sigs/json,v0.0.0-20221116044647-bc3834ca7abd
https://github.com/kubernetes-sigs/kind,v0.23.0
https://github.com/kubernetes-sigs/knftables,v0.0.18
https://github.com/kubernetes-sigs/kustomize,v0.18.0
https://github.com/kubernetes-sigs/mcs-api,v0.1.1-0.20240624222831-d7001fe1d21c
https://github.com/kubernetes-sigs/randfill,v0.0.0-20250304075658-069ef1bbf016
https://github.com/kubernetes-sigs/structured-merge-diff,v4.2.3
https://github.com/kubernetes-sigs/yaml,v1.2.0
https://github.com/kubernetes/api,v0.26.2
https://github.com/kubernetes/apiextensions-apiserver,v0.30.0
https://github.com/kubernetes/apimachinery,v0.27.4
https://github.com/kubernetes/apiserver,v0.26.2
https://github.com/kubernetes/cli-runtime,v0.32.2
https://github.com/kubernetes/client-go,v0.26.2
https://github.com/kubernetes/code-generator,v0.30.0
https://github.com/kubernetes/component-base,v0.26.2
https://github.com/kubernetes/component-helpers,v0.32.3
https://github.com/kubernetes/cri-api,v0.27.1
https://github.com/kubernetes/gengo,v2.0.0-20240228010128-51d4e06bde70
https://github.com/kubernetes/klog,v1.0.0
https://github.com/kubernetes/kms,v0.32.3
https://github.com/kubernetes/kube-openapi,v0.0.0-20231010175941-2dd684a91f00
https://github.com/kubernetes/kubectl,v0.32.2
https://github.com/kubernetes/metrics,v0.32.3
https://github.com/kubernetes/utils,v0.0.0-20230220204549-a5ecb0141aa5
https://github.com/kylelemons/godebug,v1.1.0
https://github.com/lann/builder,v0.0.0-20180802200727-47ae307949d0
https://github.com/lann/ps,v0.0.0-20150810152359-62de8c46ede0
https://github.com/ledongthuc/pdf,v0.0.0-20220302134840-0c2507a12d80
https://github.com/lestrrat-go/backoff,v2.0.8
https://github.com/lestrrat-go/blackmagic,v1.0.2
https://github.com/lestrrat-go/httpcc,v1.0.1
https://github.com/lestrrat-go/iter,v1.0.2
https://github.com/lestrrat-go/jwx,v1.2.29
https://github.com/lestrrat-go/option,v1.0.0
https://github.com/lib/pq,v1.10.9
https://github.com/liggitt/tabwriter,v0.0.0-20181228230101-89fcab3d43de
https://github.com/linode/linodego,v1.46.0
https://github.com/linuxkit/virtsock,v0.0.0-20201010232012-f8cee7dfc7a3
https://github.com/lithammer/dedent,v1.1.0
https://github.com/lufia/plan9stats,v0.0.0-20211012122336-39d0f177ccd0
https://github.com/lyft/protoc-gen-star,v2.0.4-0.20230330145011-496ad1ac90a4
https://github.com/magefile/mage,v1.14.0
https://github.com/magiconair/properties,v1.8.7
https://github.com/mailru/easyjson,v0.7.7
https://github.com/mattn/go-colorable,v0.1.13
https://github.com/mattn/go-isatty,v0.0.17
https://github.com/mattn/go-runewidth,v0.0.16
https://github.com/mattn/go-shellwords,v1.0.12
https://github.com/matttproud/golang_protobuf_extensions,v1.0.1
https://github.com/mdlayher/kobject,v0.0.0-20200520190114-19ca17470d7d
https://github.com/mdlayher/netlink,v0.0.0-20190409211403-11939a169225
https://github.com/mdlayher/packet,v1.1.2
https://github.com/mdlayher/socket,v0.4.1
https://github.com/mdlayher/vsock,v1.2.1
https://github.com/miekg/dns,v1.1.57
https://github.com/miekg/pkcs11,v1.1.1
https://github.com/minio/asm2plan9s,v0.0.0-20200509001527-cdd76441f9d8
https://github.com/minio/c2goasm,v0.0.0-20190812172519-36a3d3bbc4f3
https://github.com/minio/sha256-simd,v1.0.0
https://github.com/mistifyio/go-zfs,v3.0.1
https://github.com/mitchellh/copystructure,v1.2.0
https://github.com/mitchellh/go-homedir,v1.1.0
https://github.com/mitchellh/go-wordwrap,v1.0.1
https://github.com/mitchellh/hashstructure,v2.0.2
https://github.com/mitchellh/mapstructure,v1.5.0
https://github.com/mitchellh/reflectwalk,v1.0.2
https://github.com/moby/buildkit,v0.20.1
https://github.com/moby/docker-image-spec,v1.3.1
https://github.com/moby/locker,v1.0.1
https://github.com/moby/patternmatcher,v0.6.0
https://github.com/moby/spdystream,v0.2.0
https://github.com/moby/sys,v0.1.0
https://github.com/moby/term,v0.0.0-20210619224110-3f7ff695adc6
https://github.com/modern-go/concurrent,v0.0.0-20180228061459-e0a39a4cb421
https://github.com/modern-go/reflect2,v0.0.0-20180701023420-4b7aa43c6742
https://github.com/mongodb/mongo-go-driver.git,v1.14.0
https://github.com/monochromegane/go-gitignore,v0.0.0-20200626010858-205db1a8cc00
https://github.com/morikuni/aec,v1.0.0
https://github.com/mozilla-services/pkcs7,v0.0.0-20200128120323-432b2356ecb1
https://github.com/munnerz/goautoneg,v0.0.0-20120707110453-a547fc61f48d
https://github.com/mwitkow/go-conntrack,v0.0.0-20161129095857-cc309e4a2223
https://github.com/mxk/go-flowrate,v0.0.0-20140419014527-cca7078d478f
https://github.com/nats-io/nats.go,v1.34.0
https://github.com/nats-io/nkeys,v0.4.7
https://github.com/nats-io/nuid,v1.0.1
https://github.com/ncruces/go-strftime,v0.1.9
https://github.com/networkplumbing/go-nft,v0.4.0
https://github.com/nsf/jsondiff,v0.0.0-20230430225905-43f6cf3098c1
https://github.com/oklog/run,v1.1.0
https://github.com/oklog/ulid,v1.3.1
https://github.com/onsi/ginkgo,v2.1.4
https://github.com/onsi/gomega,v1.19.0
https://github.com/open-policy-agent/opa,v0.68.0
https://github.com/open-telemetry/opentelemetry-collector,v0.118.0
https://github.com/open-telemetry/opentelemetry-collector-contrib,v0.116.0
https://github.com/open-telemetry/opentelemetry-ebpf-profiler,v0.0.0-20250519164423-009a07f3803c
https://github.com/open-telemetry/opentelemetry-go,v0.13.0
https://github.com/open-telemetry/opentelemetry-go-contrib,v0.12.0
https://github.com/open-telemetry/opentelemetry-go-instrumentation,v1.1.0
https://github.com/open-telemetry/opentelemetry-proto-go,v1.0.0
https://github.com/opencontainers/go-digest,v1.0.0
https://github.com/opencontainers/image-spec,v1.0.2
https://github.com/opencontainers/runc,v1.1.14
https://github.com/opencontainers/runtime-spec,v1.1.0
https://github.com/opencontainers/runtime-tools,v0.9.1-0.20221107090550-2e043c6bd626
https://github.com/opencontainers/selinux,v1.11.0
https://github.com/openshift/api,v0.0.0-20250313134101-8a7efbfb5316
https://github.com/opentracing/opentracing-go,v1.1.0
https://github.com/oras-project/oras-go,v1.2.5
https://github.com/orisano/pixelmatch,v0.0.0-20220722002657-fb0b55479cde
https://github.com/ovh/go-ovh,v1.6.0
https://github.com/package-url/packageurl-go,v0.1.1
https://github.com/parca-dev/oomprof,v0.1.5-0.20250922151707-ec00408377fb
https://github.com/pbnjay/memory,v0.0.0-20210728143218-7b4eea64cf58
https://github.com/pelletier/go-toml,v1.9.4
https://github.com/peterbourgon/diskv,v2.0.1+incompatible
https://github.com/peterbourgon/ff,v3.4.0
https://github.com/petermattis/goid,v0.0.0-20240813172612-4fcff4a6cae7
https://github.com/phayes/freeport,v0.0.0-20220201140144-74d24b5ae9f5
https://github.com/pierrec/lz4,v4.1.21
https://github.com/pires/go-proxyproto,v0.8.0
https://github.com/pkg/browser,v0.0.0-20240102092130-5ac0b6a4141c
https://github.com/pkg/errors,v0.8.0
https://github.com/pkg/profile,v1.7.0
https://github.com/pkg/sftp,v1.13.6
https://github.com/planetscale/vtprotobuf,v0.6.1-0.20240319094008-0393e58bdf10
https://github.com/pmezard/go-difflib,v1.0.0
https://github.com/power-devops/perfstat,v0.0.0-20210106213030-5aafc221ea8c
https://github.com/pquerna/cachecontrol,v0.1.0
https://github.com/prometheus/alertmanager,v0.28.0
https://github.com/prometheus/client_golang,v0.9.1
https://github.com/prometheus/client_model,v0.0.0-20180712105110-5c3871d89910
https://github.com/prometheus/common,v0.10.0
https://github.com/prometheus/exporter-toolkit,v0.13.2
https://github.com/prometheus/procfs,v0.0.0-20181005140218-185b4288413d
https://github.com/prometheus/prometheus,v0.302.1
https://github.com/prometheus/sigv4,v0.1.1
https://github.com/quic-go/qpack,v0.5.1
https://github.com/quic-go/quic-go,v0.50.0
https://github.com/rcrowley/go-metrics,v0.0.0-20200313005456-10cdbea86bc0
https://github.com/remyoudompheng/bigfft,v0.0.0-20230129092748-24d4a6f8daec
https://github.com/rivo/uniseg,v0.2.0
https://github.com/rogpeppe/fastuuid,v1.2.0
https://github.com/rogpeppe/go-internal,v1.10.0
https://github.com/rsc/pdf,v0.1.1
https://github.com/rubenv/sql-migrate,v1.7.1
https://github.com/russross/blackfriday,v1.6.0
https://github.com/ryanuber/go-glob,v1.0.0
https://github.com/safchain/ethtool,v0.5.9
https://github.com/sagikazarmark/crypt,v0.19.0
https://github.com/sagikazarmark/locafero,v0.4.0
https://github.com/sagikazarmark/slog-shim,v0.1.0
https://github.com/santhosh-tekuri/jsonschema,v5.3.1
https://github.com/sasha-s/go-deadlock,v0.3.5
https://github.com/scaleway/scaleway-sdk-go,v1.0.0-beta.30
https://github.com/secure-systems-lab/go-securesystemslib,v0.4.0
https://github.com/sergi/go-diff,v1.2.0
https://github.com/serialx/hashring,v0.0.0-20200727003509-22c0c7ab6b1b
https://github.com/shibumi/go-pathspec,v1.3.0
https://github.com/shirou/gopsutil,v3.23.12
https://github.com/shoenig/go-m1cpu,v0.1.6
https://github.com/shopspring/decimal,v1.4.0
https://github.com/shurcooL/httpfs,v0.0.0-20230704072500-f1e31cf0ba5c
https://github.com/sirupsen/logrus,v1.2.0
https://github.com/soheilhy/cmux,v0.1.5
https://github.com/sourcegraph/conc,v0.3.0
https://github.com/spacemonkeygo/openssl,v0.0.0-20181017203307-c2dcc5cca94a
https://github.com/spacemonkeygo/spacelog,v0.0.0-20180420211403-2296661a0572
https://github.com/spdx/tools-golang,v0.5.3
https://github.com/spf13/afero,v1.10.0
https://github.com/spf13/cast,v1.6.0
https://github.com/spf13/cobra,v1.8.0
https://github.com/spf13/pflag,v1.0.5
https://github.com/spf13/viper,v1.19.0
https://github.com/spiffe/go-spiffe,v2.5.0
https://github.com/stefanberger/go-pkcs11uri,v0.0.0-20230803200340-78284954bff6
https://github.com/stoewer/go-strcase,v1.2.0
https://github.com/stretchr/objx,v0.1.0
https://github.com/stretchr/testify,v1.10.0
https://github.com/subosito/gotenv,v1.6.0
https://github.com/substrait-io/substrait-go,v0.4.2
https://github.com/syndtr/gocapability,v0.0.0-20200815063812-42c35b437635
https://github.com/tchap/go-patricia,v2.3.1
https://github.com/testcontainers/testcontainers-go,v0.35.0
https://github.com/tidwall/gjson,v1.14.2
https://github.com/tidwall/match,v1.1.1
https://github.com/tidwall/pretty,v1.2.0
https://github.com/tidwall/sjson,v1.2.5
https://github.com/tklauser/go-sysconf,v0.3.12
https://github.com/tklauser/numcpus,v0.10.0
https://github.com/tmc/grpc-websocket-proxy,v0.0.0-20220101234140-673ab2c3ae75
https://github.com/tonistiigi/dchapes-mode,v0.0.0-20241001053921-ca0759fec205
https://github.com/tonistiigi/fsutil,v0.0.0-20250113203817-b14e27f4135a
https://github.com/tonistiigi/go-actions-cache,v0.0.0-20250228231703-3e9a6642607f
https://github.com/tonistiigi/go-archvariant,v1.0.0
https://github.com/tonistiigi/go-csvvalue,v0.0.0-20240710180619-ddb21b71c0b4
https://github.com/tonistiigi/units,v0.0.0-20180711220420-6950e57a87ea
https://github.com/tonistiigi/vt100,v0.0.0-20240514184818-90bafcd6abab
https://github.com/u-root/uio,v0.0.0-20240224005618-d2acac8f3701
https://github.com/uber-go/atomic,v1.11.0
https://github.com/uber-go/automaxprocs,v1.6.0
https://github.com/uber-go/goleak,v1.1.10
https://github.com/uber-go/multierr,v1.10.0
https://github.com/uber-go/zap,v1.18.1
https://github.com/uber/mock,v0.4.0
https://github.com/urfave/cli,v1.22.12
https://github.com/vbatts/tar-split,v0.11.3
https://github.com/veraison/go-cose,v1.1.0
