url,version,bazel,buf,circleci,dockerfile,drone,github_actions,gitlab_ci,gomod,goreleaser,gotask,gowork,justfile,mage,makefile
https://github.com/OneOfOne/xxhash,v1.2.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/Shopify/logrus-bugsnag,v0.0.0-20171204204709-577dee27f20d,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/VividCortex/ewma,v1.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/agext/levenshtein,v1.2.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/agnivade/levenshtein,v1.1.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/ajstarks/svgo,v0.0.0-20211024235047-1546f124cd8b,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/akavel/rsrc,v0.10.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/alecholmes/xfccparser,v0.4.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False
https://github.com/alecthomas/assert,v2.11.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/alecthomas/kingpin,v2.4.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/alecthomas/kong,v0.2.12,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/alecthomas/kong-yaml,v0.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/alecthomas/participle,v2.1.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://github.com/alecthomas/repr,v0.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/alecthomas/template,v0.0.0-20160405071501-a0175ee3bccc,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/alecthomas/units,v0.0.0-20151022065526-2efee857e7cf,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/alessio/shellescape,v1.4.1,False,False,False,False,False,True,False,True,True,False,False,False,False,True
https://github.com/alexflint/go-filemutex,v1.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/anchore/go-struct-converter,v0.0.0-20221118182256-c68fdcfa2092,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/andybalholm/brotli,v1.1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/antihax/optional,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/antlr4-go/antlr,v4.13.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/apache/arrow,v16.1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True
https://github.com/apache/thrift,v0.19.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/armon/circbuf,v0.0.0-20190214190532-5111143e8da2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/armon/go-metrics,v0.4.1,False,False,True,False,False,True,False,True,False,False,False,False,False,False
https://github.com/armon/go-socks5,v0.0.0-20160902184237-e75332964ef5,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/asaskevich/govalidator,v0.0.0-20190424111038-f61b66f89f4a,False,False,True,False,False,False,False,True,False,False,False,False,False,False
https://github.com/aws/aws-sdk-go,v1.55.6,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/aws/aws-sdk-go-v2,v1.11.17,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/aws/smithy-go,v1.20.3,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/bboreham/go-loser,v0.0.0-20230920113527-fcc2c21820a3,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/benbjohnson/clock,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/beorn7/perks,v0.0.0-20180321164747-3a771d992973,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/blang/semver,v4.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/bshuster-repo/logrus-logstash-hook,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/bufbuild/protovalidate-go,v0.9.1,False,True,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/buger/jsonparser,v1.1.1,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/bugsnag/bugsnag-go,v0.0.0-20141110184014-b1d153021fcd,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/bugsnag/osext,v0.0.0-20130617224835-0dd3f918b21b,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/bugsnag/panicwrap,v0.0.0-20151223152923-e2c28503fcd0,False,False,False,False,False,True,False,False,False,False,False,False,False,False
https://github.com/campoy/embedmd,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/canonical/nrped,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/cbeuw/connutil,v0.0.0-20200411215123-966bfaa51ee3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/cenkalti/backoff,v4.2.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/census-instrumentation/opencensus-go,v0.24.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/census-instrumentation/opencensus-proto,v0.2.1,True,False,False,False,False,False,False,True,False,False,False,False,False,True
https://github.com/cespare/xxhash,v2.1.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/chai2010/gettext-go,v1.0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,True
https://github.com/cheggaaa/pb,v3.1.7,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/chromedp/cdproto,v0.0.0-20230802225258-3cf4e6d46a89,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/chromedp/chromedp,v0.9.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/chromedp/sysutil,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/chzyer/logex,v1.2.1,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/chzyer/readline,v1.5.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/chzyer/test,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/cilium/ebpf,v0.16.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/client9/misspell,v0.3.4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
https://github.com/cncf-tags/container-device-interface,v0.8.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/cncf/udpa,v0.0.0-20191209042840-269d4d468f6f,True,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/cncf/xds,v0.0.0-20240905190251-b4127c9b8d78,True,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/common-nighthawk/go-figure,v0.0.0-20210622060536-734e95fb86be,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/containerd/aufs,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/btrfs,v2.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/cgroups,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/console,v1.0.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/containerd,v1.7.18,True,False,False,True,False,True,False,True,True,False,False,False,False,True
https://github.com/containerd/continuity,v0.4.2,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/errdefs,v0.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/fifo,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/fuse-overlayfs-snapshotter,v2.1.1,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/go-cni,v1.1.12,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/go-runc,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/imgcrypt,v1.1.8,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/log,v0.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/nri,v0.8.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/nydus-snapshotter,v0.15.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/platforms,v0.2.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/plugin,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/protobuild,v0.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/stargz-snapshotter,v0.14.3,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/ttrpc,v1.2.5,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/containerd/typeurl,v1.0.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containerd/zfs,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/containernetworking/cni,v1.1.2,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/containernetworking/plugins,v1.2.0,False,False,False,True,False,True,False,True,False,True,False,False,False,True
https://github.com/containers/ocicrypt,v1.1.10,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/coreos/go-iptables,v0.8.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/coreos/go-oidc,v2.2.1+incompatible,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/coreos/go-semver,v0.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/coreos/go-systemd,v22.3.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/coreos/pkg,v0.0.0-20240122114842-bbd7aa9bf6fb,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/cpuguy83/dockercfg,v0.3.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/cpuguy83/go-md2man,v2.0.2,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/creack/pty,v1.1.18,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/cyphar/filepath-securejoin,v0.2.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/danieljoos/wincred,v1.2.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/davecgh/go-spew,v1.1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/decred/dcrd,v1.0.1,False,False,False,True,False,True,False,True,False,False,False,False,False,False
https://github.com/dennwc/varint,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/digitalocean/godo,v1.132.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/dimchansky/utfbom,v1.1.1,False,False,False,False,False,False,False,True,False,False,False,False,False,True
https://github.com/distribution/distribution,v3.0.0-20221208165359-362910506bc2,True,False,False,True,False,True,False,True,True,False,True,False,False,True
https://github.com/distribution/reference,v0.5.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/docker/cli,v24.0.0+incompatible,True,False,False,True,False,True,False,False,True,False,False,False,False,True
https://github.com/docker/distribution,v2.8.2+incompatible,True,False,False,True,False,True,False,True,True,False,True,False,False,True
https://github.com/docker/docker,v25.0.6+incompatible,True,False,False,True,False,True,False,True,True,False,True,False,False,True
https://github.com/docker/docker-credential-helpers,v0.7.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/docker/go-connections,v0.4.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/docker/go-events,v0.0.0-20190806004212-e31b211e4f1c,False,False,False,False,False,True,False,False,False,False,False,False,False,False
https://github.com/docker/go-metrics,v0.0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/docker/go-units,v0.5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/docker/libtrust,v0.0.0-20150114040149-fa567046d9b1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/docopt/docopt-go,v0.0.0-20180111231733-ee0de3bc6815,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/dominikh/go-tools,v0.0.0-20190102054323-c2f93a96b099,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/droundy/goopt,v0.0.0-20170604162106-0b8effe182da,False,False,False,False,False,False,False,False,False,False,False,False,False,True
https://github.com/dustin/go-humanize,v1.0.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/edsrzf/mmap-go,v1.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/elastic/crd-ref-docs,v0.1.0,False,False,False,False,False,True,False,True,True,False,False,False,False,True
https://github.com/elastic/go-freelru,v0.16.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/elastic/go-perf,v0.0.0-20241029065020-30bec95324b8,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/emicklei/go-restful,v3.10.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/envoyproxy/go-control-plane,v0.1.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/envoyproxy/protoc-gen-validate,v0.1.0,True,False,False,True,False,True,False,True,True,False,False,False,False,True
https://github.com/etcd-io/bbolt,v1.3.10,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/etcd-io/etcd,v2.305.12,False,False,False,True,False,True,False,True,False,False,True,False,False,True
https://github.com/evanphx/json-patch,v0.5.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/exponent-io/jsonpath,v0.0.0-20210407135951-1de76d718b3f,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/facette/natsort,v0.0.0-20181210072756-2cd4dd1e2dcb,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/fatih/camelcase,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/fatih/color,v1.13.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/felixge/fgprof,v0.9.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/felixge/httpsnoop,v1.0.3,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/foxcpp/go-mockdns,v1.1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/francoispqt/gojay,v1.2.13,False,False,False,False,False,False,False,True,False,False,False,False,False,True
https://github.com/frankban/quicktest,v1.14.6,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/fsnotify/fsnotify,v1.6.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/fxamacker/cbor,v2.4.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/ghodss/yaml,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/go-errors/errors,v1.4.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/go-gorp/gorp,v3.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-ini/ini,v1.67.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True
https://github.com/go-jose/go-jose,v3.0.3,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-kit/kit,v0.8.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-kit/log,v0.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-logfmt/logfmt,v0.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-logr/logr,v0.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-logr/stdr,v1.2.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-logr/zapr,v1.3.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-ole/go-ole,v1.2.6,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/analysis,v0.23.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/errors,v0.22.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/jsonpointer,v0.19.6,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/jsonreference,v0.20.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/loads,v0.22.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/spec,v0.21.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/strfmt,v0.23.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-openapi/swag,v0.22.3,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://github.com/go-openapi/validate,v0.24.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-quicktest/qt,v1.101.1-0.20240301121107-c6c8733fa1e6,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-resty/resty,v2.16.3,True,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-stack/stack,v1.8.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-task/slim-sprig,v0.0.0-20230315185526-52ccab3ef572,False,False,False,False,False,True,False,True,False,True,False,False,False,False
https://github.com/go-viper/mapstructure,v2.2.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/go-zookeeper/zk,v1.0.4,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/gobuffalo/flect,v1.0.2,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/gobwas/glob,v0.2.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/gobwas/httphead,v0.1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/gobwas/pool,v0.2.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/gobwas/ws,v1.2.1,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/goccmack/gocc,v0.0.0-20230228185258-2292f9e40198,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/goccy/go-json,v0.10.2,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/goccy/go-yaml,v1.11.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/godbus/dbus,v5.0.4,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/gofrs/flock,v0.12.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/gogo/protobuf,v1.1.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/golang-jwt/jwt,v4.5.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/golang/appengine,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/golang/freetype,v0.0.0-20170609003504-e2365dfdc4a0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/golang/glog,v0.0.0-20160126235308-23def4e6c14b,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/golang/groupcache,v0.0.0-20200121045136-8c9f03a8e57e,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/golang/mock,v1.1.1,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://github.com/golang/protobuf,v1.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/golang/snappy,v0.0.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/gomodule/redigo,v1.8.2,False,False,False,False,False,True,False,True,True,False,False,False,False,False
https://github.com/gomodules/jsonpatch,v2.4.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/gonum/exp,v0.15.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/google/btree,v1.0.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/google/cel-go,v0.22.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/cel-spec,v0.15.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/flatbuffers,v24.3.25+incompatible,True,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/google/gnostic-models,v0.6.8,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/google/go-cmp,v0.2.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/google/go-containerregistry,v0.20.1,False,False,False,True,False,True,False,True,True,False,False,False,False,True
https://github.com/google/go-querystring,v1.1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/google/gofuzz,v1.0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/gopacket,v1.1.19,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/pprof,v0.0.0-20210407192527-94a9f03dee38,True,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/google/s2a-go,v0.1.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/safetext,v0.0.0-20220905092116-b49f7bc46da2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/shlex,v0.0.0-20191202100458-e7afc7fbc510,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/google/uuid,v1.1.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/googleapis/enterprise-certificate-proxy,v0.3.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/googleapis/gax-go,v2.12.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False
https://github.com/googleapis/go-genproto,v0.0.0-20180817151627-c66870c02cf8,False,False,False,False,False,True,False,True,False,False,True,False,False,False
https://github.com/googleapis/google-api-go-client,v0.152.0,False,False,False,False,False,False,False,True,False,False,True,False,False,True
https://github.com/googleapis/google-cloud-go,v0.10.5,True,False,False,True,False,True,False,True,False,False,True,False,False,True
https://github.com/googleapis/google-cloud-go-testing,v0.0.0-20210719221736-1c9a4c676720,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/gophercloud/gophercloud,v2.4.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/gorilla/handlers,v1.5.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/gorilla/mux,v1.8.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/gorilla/websocket,v1.5.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
https://github.com/gosnmp/gosnmp,v1.42.1,False,False,True,True,False,True,False,True,False,False,False,False,False,True
https://github.com/gosuri/uitable,v0.0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True
https://github.com/gotestyourself/gotest.tools,v3.0.3,False,False,True,False,False,True,False,True,False,False,False,False,False,False
https://github.com/grafana/regexp,v0.0.0-20240518133315-a468a5bfb3bc,False,False,False,False,False,False,False,True,False,False,False,False,False,False
https://github.com/gregjones/httpcache,v0.0.0-20180305231024-9cad4c3443a7,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/grpc-ecosystem/go-grpc-middleware,v1.0.1,False,True,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/grpc-ecosystem/go-grpc-prometheus,v1.2.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
https://github.com/grpc-ecosystem/grpc-gateway,v1.16.0,True,True,False,True,False,True,False,True,True,False,False,False,False,True
https://github.com/grpc/grpc-go,v1.19.0,False,False,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/hamba/avro,v2.20.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hanwen/go-fuse,v2.6.3,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/consul,v1.28.2,False,True,False,True,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/cronexpr,v1.1.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False
https://github.com/hashicorp/errwrap,v1.0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/hashicorp/go-cleanhttp,v0.5.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/hashicorp/go-hclog,v1.5.0,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/go-immutable-radix,v1.3.1,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/hashicorp/go-multierror,v1.1.1,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/go-retryablehttp,v0.7.7,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/go-rootcerts,v1.0.2,False,False,False,False,False,True,False,True,False,False,False,False,False,True
https://github.com/hashicorp/go-version,v1.7.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False
https://github.com/hashicorp/golang-lru,v0.5.4,False,False,False,False,False,True,False,True,False,False,False,False,False,False
